sep=,
type,sourceName,sourceVersion,productType,device,startDate,endDate,activityType,duration,durationUnit,totalEnergyBurned,totalDistance,totalSwimmingStrokeCount,totalFlightsClimbed,HKWeatherHumidity,HKAverageMETs,HKWeatherTemperature,HKIndoorWorkout,HKTimeZone,HKElevationAscended
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-02 22:13:07 +0000,2023-02-02 23:42:52 +0000,Running,5380.575359940529,sec,992.671 kcal,12965 m,,,,10.0981 kcal/hr·kg,,0,America/Denver,5222 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-03 15:41:03 +0000,2023-02-03 16:55:28 +0000,Running,4412.997125983238,sec,885.516 kcal,13137.2 m,,,2100 %,10.8551 kcal/hr·kg,44.6 degF,0,America/Denver,5115 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-03 21:35:42 +0000,2023-02-03 23:02:27 +0000,Running,5176.0724449157715,sec,929.501 kcal,12892.7 m,,,,9.81889 kcal/hr·kg,,0,America/Denver,4982 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-04 16:46:45 +0000,2023-02-04 19:12:39 +0000,Running,8433.120229005814,sec,1827.86 kcal,23585.1 m,,,,11.3222 kcal/hr·kg,,0,America/Denver,34766 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-08 21:54:54 +0000,2023-02-08 23:03:29 +0000,Running,4087.0176280736923,sec,655.256 kcal,9682.99 m,,,,8.9121 kcal/hr·kg,,0,America/Denver,2517 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-18 19:36:43 +0000,2023-02-18 20:08:13 +0000,Running,1877.8439259529114,sec,497.31 kcal,6448.48 m,,,,13.9556 kcal/hr·kg,,0,America/New_York,15836 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-18 20:11:54 +0000,2023-02-18 20:41:56 +0000,Running,1793.871197938919,sec,354.726 kcal,5125.92 m,,,,10.6169 kcal/hr·kg,,0,America/New_York,1830 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-20 20:46:11 +0000,2023-02-20 21:46:19 +0000,Running,3449.9792189598083,sec,622.941 kcal,8607.06 m,,,3400 %,9.8404 kcal/hr·kg,64.4 degF,0,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-23 21:11:13 +0000,2023-02-23 22:28:11 +0000,Running,4478.399119853973,sec,810.129 kcal,11280.3 m,,,4500 %,9.75375 kcal/hr·kg,69.8 degF,0,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-25 15:04:51 +0000,2023-02-25 16:04:27 +0000,Running,3540.6686528921127,sec,729.16 kcal,9615.89 m,,,,11.0628 kcal/hr·kg,,0,America/New_York,17078 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-02-25 16:08:08 +0000,2023-02-25 16:09:56 +0000,Running,108.24704897403717,sec,17.689 kcal,241.473 m,,,,9.69491 kcal/hr·kg,,0,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-03-02 21:15:12 +0000,2023-03-02 21:53:24 +0000,Running,2278.7397639751434,sec,431.801 kcal,6176.17 m,,,,10.3339 kcal/hr·kg,,0,America/New_York,5124 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-03-06 22:28:48 +0000,2023-03-06 22:48:57 +0000,Running,1194.7747330665588,sec,216.819 kcal,3244.6 m,,,4200 %,9.97363 kcal/hr·kg,53.6 degF,1,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-03-11 12:30:04 +0000,2023-03-11 18:25:18 +0000,Running,21255.397801041603,sec,3839.53 kcal,49906.8 m,,,,10.3054 kcal/hr·kg,,0,America/New_York,85878 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-03-16 21:21:01 +0000,2023-03-16 21:36:10 +0000,Running,906.0625100135803,sec,172.368 kcal,2343.48 m,,,,10.8729 kcal/hr·kg,,0,America/New_York,4299 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-03-17 21:49:19 +0000,2023-03-17 21:51:58 +0000,Running,158.58921098709106,sec,22.3113 kcal,351.794 m,,,,8.76937 kcal/hr·kg,,0,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-03-17 21:52:05 +0000,2023-03-17 22:07:20 +0000,Running,810.2656899690628,sec,134.759 kcal,2007.5 m,,,,8.99268 kcal/hr·kg,,1,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-03-21 16:17:58 +0000,2023-03-21 16:53:05 +0000,Running,2087.3121510744095,sec,518.116 kcal,8043.98 m,,,,13.7697 kcal/hr·kg,,0,America/New_York,1368 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-03-26 20:30:21 +0000,2023-03-26 21:40:43 +0000,Running,4217.359318971634,sec,815.363 kcal,11666.4 m,,,,10.9635 kcal/hr·kg,,0,America/New_York,16888 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-04-03 20:58:21 +0000,2023-04-03 21:17:55 +0000,Running,1148.5870949029922,sec,214.507 kcal,3307.72 m,,,,10.5284 kcal/hr·kg,,0,America/New_York,1730 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-04-09 21:18:40 +0000,2023-04-09 22:36:57 +0000,Running,4678.27049100399,sec,814.261 kcal,12881.6 m,,,,10.0481 kcal/hr·kg,,0,America/New_York,2880 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-04-24 20:27:39 +0000,2023-04-24 21:15:11 +0000,Running,2803.970219016075,sec,563.751 kcal,8169.77 m,,,,11.3288 kcal/hr·kg,,0,America/New_York,8672 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-04-26 21:16:19 +0000,2023-04-26 21:47:04 +0000,Running,1816.0295460224152,sec,330.022 kcal,5113.11 m,,,,10.5047 kcal/hr·kg,,0,America/New_York,3807 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-04-28 21:42:53 +0000,2023-04-28 22:44:37 +0000,Running,3702.603093981743,sec,798.197 kcal,11712.4 m,,,8700 %,12.1997 kcal/hr·kg,53.6 degF,1,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-04-29 21:44:05 +0000,2023-04-29 21:59:33 +0000,Running,913.8699929714203,sec,156.412 kcal,2305.08 m,,,,9.8904 kcal/hr·kg,,0,America/New_York,1202 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-04-30 16:47:37 +0000,2023-04-30 19:00:46 +0000,Running,7806.890903949738,sec,1310 kcal,20189 m,,,9100 %,9.72402 kcal/hr·kg,60.8 degF,1,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-03 20:47:41 +0000,2023-05-03 21:29:56 +0000,Running,2419.9841301441193,sec,462.029 kcal,7405.6 m,,,4200 %,10.7602 kcal/hr·kg,55.4 degF,0,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-09 22:11:09 +0000,2023-05-09 23:12:47 +0000,Running,3608.12359893322,sec,726.367 kcal,11503.3 m,,,,11.3905 kcal/hr·kg,,0,America/New_York,2217 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-11 21:43:48 +0000,2023-05-11 22:12:47 +0000,Running,1683.5210529565811,sec,332.893 kcal,5150.53 m,,,,11.1095 kcal/hr·kg,,0,America/New_York,1722 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-12 19:50:25 +0000,2023-05-12 21:08:06 +0000,Running,4610.016524076462,sec,859.173 kcal,12897.4 m,,,,10.5685 kcal/hr·kg,,0,America/New_York,2805 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-13 16:11:16 +0000,2023-05-13 18:26:55 +0000,Running,7965.592469096184,sec,1628.22 kcal,25765.6 m,,,,11.4267 kcal/hr·kg,,0,America/New_York,5536 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-13 18:28:10 +0000,2023-05-14 04:29:18 +0000,Running,498.87022602558136,sec,35.7483 kcal,493.712 m,,,6200 %,,71.6 degF,0,America/New_York,283 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-17 23:34:26 +0000,2023-05-18 00:05:29 +0000,Running,1802.9402570724487,sec,333.751 kcal,5105.7 m,,,,10.8756 kcal/hr·kg,,0,America/New_York,2752 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-18 21:21:17 +0000,2023-05-18 21:50:25 +0000,Running,1548.6257098913193,sec,312.992 kcal,4433.29 m,,,3400 %,11.2385 kcal/hr·kg,69.8 degF,0,America/New_York,7012 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-18 21:50:25 +0000,2023-05-18 22:00:51 +0000,Running,157.2514820098877,sec,45.5984 kcal,748.736 m,,,,6.32082 kcal/hr·kg,,0,America/New_York,4873 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-18 22:00:51 +0000,2023-05-18 22:26:47 +0000,Running,1554.585744023323,sec,273.835 kcal,4118.17 m,,,,10.2281 kcal/hr·kg,,0,America/New_York,4075 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-20 13:13:23 +0000,2023-05-20 16:05:51 +0000,Running,10185.678049087524,sec,1889.05 kcal,29005.4 m,,,,10.5845 kcal/hr·kg,,0,America/New_York,21352 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-21 21:33:29 +0000,2023-05-21 22:03:33 +0000,Running,1801.0826510190964,sec,351.536 kcal,5128.25 m,,,5400 %,11.1711 kcal/hr·kg,62.6 degF,0,America/New_York,8414 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-30 20:50:50 +0000,2023-05-30 21:12:30 +0000,Running,977.4983420372009,sec,197.026 kcal,2914.52 m,,,,11.3167 kcal/hr·kg,,0,America/New_York,3140 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-30 21:12:30 +0000,2023-05-30 21:32:20 +0000,Running,819.8251708745956,sec,224.287 kcal,3234.44 m,,,,14.8234 kcal/hr·kg,,0,America/New_York,4004 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-05-30 21:32:20 +0000,2023-05-30 21:52:56 +0000,Running,1200.7042200565338,sec,219.106 kcal,3185.69 m,,,,10.9078 kcal/hr·kg,,0,America/New_York,2301 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-06-01 23:36:46 +0000,2023-06-02 00:13:02 +0000,Running,2166.42028093338,sec,396.737 kcal,5986.85 m,,,3400 %,10.5912 kcal/hr·kg,82.4 degF,0,America/New_York,4836 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-06-03 22:34:08 +0000,2023-06-03 22:49:01 +0000,Running,868.1864311695099,sec,164.221 kcal,2522.96 m,,,,10.0316 kcal/hr·kg,,0,America/New_York,657 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-06-03 22:49:04 +0000,2023-06-03 22:54:37 +0000,Running,332.92681419849396,sec,58.0781 kcal,790.207 m,,,,9.27951 kcal/hr·kg,,0,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-06-04 16:11:33 +0000,2023-06-04 19:11:30 +0000,Running,10339.61345231533,sec,2157.13 kcal,32226.8 m,,,5200 %,11.5482 kcal/hr·kg,69.8 degF,0,America/New_York,37857 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-06-10 18:09:47 +0000,2023-06-10 19:05:49 +0000,Running,3326.0982550382614,sec,601.9 kcal,9663.13 m,,,2700 %,10.4601 kcal/hr·kg,82.4 degF,0,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-06-11 14:16:08 +0000,2023-06-11 14:17:54 +0000,Running,104.11671006679535,sec,15.9317 kcal,175.286 m,,,4900 %,9.74612 kcal/hr·kg,78.8 degF,0,America/New_York,443 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-06-17 22:27:27 +0000,2023-06-18 00:40:40 +0000,Running,7912.350015044212,sec,1463.91 kcal,20932.8 m,,,2900 %,10.6 kcal/hr·kg,80.6 degF,0,America/New_York,22114 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-06-24 15:25:20 +0000,2023-06-24 16:26:46 +0000,Running,3139.42050075531,sec,593.789 kcal,8269.59 m,,,,10.4579 kcal/hr·kg,,0,America/New_York,14123 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-06-25 23:15:39 +0000,2023-06-25 23:34:29 +0000,Running,1128.0482339859009,sec,223.484 kcal,3430.73 m,,,5400 %,11.3942 kcal/hr·kg,84.2 degF,0,America/New_York,3088 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-06-30 00:19:29 +0000,2023-06-30 01:15:37 +0000,Running,3365.6816350221634,sec,561.753 kcal,8058.65 m,,,5500 %,9.68637 kcal/hr·kg,78.8 degF,1,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-07-01 16:49:55 +0000,2023-07-01 18:34:16 +0000,Running,6018.994241833687,sec,1080.18 kcal,16705.4 m,,,6900 %,10.4215 kcal/hr·kg,80.6 degF,1,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-07-08 16:22:21 +0000,2023-07-08 16:42:01 +0000,Running,1178.4181530475616,sec,225.068 kcal,3545.76 m,,,,11.0398 kcal/hr·kg,,0,America/New_York,1137 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-07-09 11:36:12 +0000,2023-07-09 13:39:47 +0000,Running,7204.272364974022,sec,1368.06 kcal,19688.6 m,,,,10.427 kcal/hr·kg,,0,America/New_York,21816 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-07-11 22:25:20 +0000,2023-07-11 23:20:16 +0000,Running,3217.355921149254,sec,641.12 kcal,9904.18 m,,,,11.3286 kcal/hr·kg,,0,America/New_York,9190 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2023-07-15 22:08:35 +0000,2023-07-15 22:36:22 +0000,Running,1503.805919766426,sec,285.478 kcal,4227.43 m,,,,11.7229 kcal/hr·kg,,0,America/New_York,3290 cm
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2024-02-10 14:49:14 +0000,2024-02-10 15:18:26 +0000,Running,1748.506646990776,sec,399.685 kcal,4853.37 m,,,,12.0693 kcal/hr·kg,,0,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2024-02-20 17:10:02 +0000,2024-02-20 17:48:05 +0000,Running,2160.286933898926,sec,518.943 kcal,6446.56 m,,,4600 %,12.0195 kcal/hr·kg,44.6 degF,0,America/New_York,
HKWorkoutTypeIdentifier,Nobel’s Apple Watch,8.3,"Watch6,9","<<HKDevice: 0x283ca6d00>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,9, software:8.3>",2024-02-21 17:19:16 +0000,2024-02-21 17:43:02 +0000,Running,1424.3013980388641,sec,322.226 kcal,4135.05 m,,,,12.0032 kcal/hr·kg,,0,America/New_York,
